MoveNumber,Player,PlayerRating,FEN,SAN,UCI,Result
52,Black,1509,3rr1k1/pQ1n1pp1/5q1p/8/3N4/2PB2P1/PP6/R3R1K1 b - - 0 26,Ne5,d7e5,1-0
53,White,1386,3rr1k1/pQ3pp1/5q1p/4n3/3N4/2PB2P1/PP6/R3R1K1 w - - 1 27,Be4,d3e4,1-0
54,Black,1509,3rr1k1/pQ3pp1/5q1p/4n3/3NB3/2P3P1/PP6/R3R1K1 b - - 2 27,Ng4,e5g4,1-0
55,White,1386,3rr1k1/pQ3pp1/5q1p/8/3NB1n1/2P3P1/PP6/R3R1K1 w - - 3 28,Rf1,e1f1,1-0
56,Black,1509,3rr1k1/pQ3pp1/5q1p/8/3NB1n1/2P3P1/PP6/R4RK1 b - - 4 28,Qe5,f6e5,1-0
57,White,1386,3rr1k1/pQ3pp1/7p/4q3/3NB1n1/2P3P1/PP6/R4RK1 w - - 5 29,Qxf7+,b7f7,1-0
58,Black,1509,3rr1k1/p4Qp1/7p/4q3/3NB1n1/2P3P1/PP6/R4RK1 b - - 0 29,Kh8,g8h8,1-0
59,White,1386,3rr2k/p4Qp1/7p/4q3/3NB1n1/2P3P1/PP6/R4RK1 w - - 1 30,Rf4,f1f4,1-0
60,Black,1509,3rr2k/p4Qp1/7p/4q3/3NBRn1/2P3P1/PP6/R5K1 b - - 2 30,Nf6,g4f6,1-0
61,White,1386,3rr2k/p4Qp1/5n1p/4q3/3NBR2/2P3P1/PP6/R5K1 w - - 3 31,Bg2,e4g2,1-0
62,Black,1509,3rr2k/p4Qp1/5n1p/4q3/3N1R2/2P3P1/PP4B1/R5K1 b - - 4 31,Qe3+,e5e3,1-0
63,White,1386,3rr2k/p4Qp1/5n1p/8/3N1R2/2P1q1P1/PP4B1/R5K1 w - - 5 32,Kh2,g1h2,1-0
64,Black,1509,3rr2k/p4Qp1/5n1p/8/3N1R2/2P1q1P1/PP4BK/R7 b - - 6 32,Qe7,e3e7,1-0
65,White,1386,3rr2k/p3qQp1/5n1p/8/3N1R2/2P3P1/PP4BK/R7 w - - 7 33,Qxe7,f7e7,1-0
66,Black,1509,3rr2k/p3Q1p1/5n1p/8/3N1R2/2P3P1/PP4BK/R7 b - - 0 33,Rxe7,e8e7,1-0
67,White,1386,3r3k/p3r1p1/5n1p/8/3N1R2/2P3P1/PP4BK/R7 w - - 0 34,Nc6,d4c6,1-0
68,Black,1509,3r3k/p3r1p1/2N2n1p/8/5R2/2P3P1/PP4BK/R7 b - - 1 34,Red7,e7d7,1-0
69,White,1386,3r3k/p2r2p1/2N2n1p/8/5R2/2P3P1/PP4BK/R7 w - - 2 35,Nxd8,c6d8,1-0
70,Black,1509,3N3k/p2r2p1/5n1p/8/5R2/2P3P1/PP4BK/R7 b - - 0 35,Rxd8,d7d8,1-0
71,White,1386,3r3k/p5p1/5n1p/8/5R2/2P3P1/PP4BK/R7 w - - 0 36,Rd4,f4d4,1-0
72,Black,1509,3r3k/p5p1/5n1p/8/3R4/2P3P1/PP4BK/R7 b - - 1 36,Re8,d8e8,1-0
73,White,1386,4r2k/p5p1/5n1p/8/3R4/2P3P1/PP4BK/R7 w - - 2 37,Rad1,a1d1,1-0
74,Black,1509,4r2k/p5p1/5n1p/8/3R4/2P3P1/PP4BK/3R4 b - - 3 37,Kh7,h8h7,1-0
75,White,1386,4r3/p5pk/5n1p/8/3R4/2P3P1/PP4BK/3R4 w - - 4 38,Rd8,d4d8,1-0
76,Black,1509,3Rr3/p5pk/5n1p/8/8/2P3P1/PP4BK/3R4 b - - 5 38,Re2,e8e2,1-0
77,White,1386,3R4/p5pk/5n1p/8/8/2P3P1/PP2r1BK/3R4 w - - 6 39,Kh3,h2h3,1-0
78,Black,1509,3R4/p5pk/5n1p/8/8/2P3PK/PP2r1B1/3R4 b - - 7 39,Rxb2,e2b2,1-0
79,White,1386,3R4/p5pk/5n1p/8/8/2P3PK/Pr4B1/3R4 w - - 0 40,R1d4,d1d4,1-0
80,Black,1509,3R4/p5pk/5n1p/8/3R4/2P3PK/Pr4B1/8 b - - 1 40,Rc2,b2c2,1-0
81,White,1386,3R4/p5pk/5n1p/8/3R4/2P3PK/P1r3B1/8 w - - 2 41,Be4+,g2e4,1-0
82,Black,1509,3R4/p5pk/5n1p/8/3RB3/2P3PK/P1r5/8 b - - 3 41,Nxe4,f6e4,1-0
83,White,1386,3R4/p5pk/7p/8/3Rn3/2P3PK/P1r5/8 w - - 0 42,Rxe4,d4e4,1-0
84,Black,1509,3R4/p5pk/7p/8/4R3/2P3PK/P1r5/8 b - - 0 42,Rxc3,c2c3,1-0
85,White,1386,3R4/p5pk/7p/8/4R3/2r3PK/P7/8 w - - 0 43,Rd7,d8d7,1-0
86,Black,1509,8/p2R2pk/7p/8/4R3/2r3PK/P7/8 b - - 1 43,Ra3,c3a3,1-0
87,White,1386,8/p2R2pk/7p/8/4R3/r5PK/P7/8 w - - 2 44,Ree7,e4e7,1-0
88,Black,1509,8/p2RR1pk/7p/8/8/r5PK/P7/8 b - - 3 44,Rxa2,a3a2,1-0
89,White,1386,8/p2RR1pk/7p/8/8/6PK/r7/8 w - - 0 45,Rxa7,d7a7,1-0
90,Black,1509,8/R3R1pk/7p/8/8/6PK/r7/8 b - - 0 45,Rf2,a2f2,1-0
91,White,1386,8/R3R1pk/7p/8/8/6PK/5r2/8 w - - 1 46,Rxg7+,e7g7,1-0
92,Black,1509,8/R5Rk/7p/8/8/6PK/5r2/8 b - - 0 46,Kh8,h7h8,1-0
93,White,1386,7k/R5R1/7p/8/8/6PK/5r2/8 w - - 1 47,Rh7+,g7h7,1-0
94,Black,1509,7k/R6R/7p/8/8/6PK/5r2/8 b - - 2 47,Kg8,h8g8,1-0
95,White,1386,6k1/R6R/7p/8/8/6PK/5r2/8 w - - 3 48,Rhc7,h7c7,1-0
96,Black,1509,6k1/R1R5/7p/8/8/6PK/5r2/8 b - - 4 48,Rf8,f2f8,1-0
97,White,1386,5rk1/R1R5/7p/8/8/6PK/8/8 w - - 5 49,Rg7+,c7g7,1-0
98,Black,1509,5rk1/R5R1/7p/8/8/6PK/8/8 b - - 6 49,Kh8,g8h8,1-0
99,White,1386,5r1k/R5R1/7p/8/8/6PK/8/8 w - - 7 50,Rh7+,g7h7,1-0
100,Black,1509,5r1k/R6R/7p/8/8/6PK/8/8 b - - 8 50,Kg8,h8g8,1-0
101,White,1386,5rk1/R6R/7p/8/8/6PK/8/8 w - - 9 51,Rag7#,a7g7,1-0
1,White,1506,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,d4,d2d4,1-0
2,Black,1389,rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,e5,e7e5,1-0
3,White,1506,rnbqkbnr/pppp1ppp/8/4p3/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,e4,e2e4,1-0
4,Black,1389,rnbqkbnr/pppp1ppp/8/4p3/3PP3/8/PPP2PPP/RNBQKBNR b KQkq - 0 2,exd4,e5d4,1-0
5,White,1506,rnbqkbnr/pppp1ppp/8/8/3pP3/8/PPP2PPP/RNBQKBNR w KQkq - 0 3,Qxd4,d1d4,1-0
6,Black,1389,rnbqkbnr/pppp1ppp/8/8/3QP3/8/PPP2PPP/RNB1KBNR b KQkq - 0 3,Nc6,b8c6,1-0
7,White,1506,r1bqkbnr/pppp1ppp/2n5/8/3QP3/8/PPP2PPP/RNB1KBNR w KQkq - 1 4,Qd1,d4d1,1-0
8,Black,1389,r1bqkbnr/pppp1ppp/2n5/8/4P3/8/PPP2PPP/RNBQKBNR b KQkq - 2 4,Bc5,f8c5,1-0
9,White,1506,r1bqk1nr/pppp1ppp/2n5/2b5/4P3/8/PPP2PPP/RNBQKBNR w KQkq - 3 5,Bd3,f1d3,1-0
10,Black,1389,r1bqk1nr/pppp1ppp/2n5/2b5/4P3/3B4/PPP2PPP/RNBQK1NR b KQkq - 4 5,Nf6,g8f6,1-0
11,White,1506,r1bqk2r/pppp1ppp/2n2n2/2b5/4P3/3B4/PPP2PPP/RNBQK1NR w KQkq - 5 6,h3,h2h3,1-0
12,Black,1389,r1bqk2r/pppp1ppp/2n2n2/2b5/4P3/3B3P/PPP2PP1/RNBQK1NR b KQkq - 0 6,Qe7,d8e7,1-0
13,White,1506,r1b1k2r/ppppqppp/2n2n2/2b5/4P3/3B3P/PPP2PP1/RNBQK1NR w KQkq - 1 7,Nc3,b1c3,1-0
14,Black,1389,r1b1k2r/ppppqppp/2n2n2/2b5/4P3/2NB3P/PPP2PP1/R1BQK1NR b KQkq - 2 7,Bb4,c5b4,1-0
15,White,1506,r1b1k2r/ppppqppp/2n2n2/8/1b2P3/2NB3P/PPP2PP1/R1BQK1NR w KQkq - 3 8,f3,f2f3,1-0
16,Black,1389,r1b1k2r/ppppqppp/2n2n2/8/1b2P3/2NB1P1P/PPP3P1/R1BQK1NR b KQkq - 0 8,Bxc3+,b4c3,1-0
17,White,1506,r1b1k2r/ppppqppp/2n2n2/8/4P3/2bB1P1P/PPP3P1/R1BQK1NR w KQkq - 0 9,bxc3,b2c3,1-0
18,Black,1389,r1b1k2r/ppppqppp/2n2n2/8/4P3/2PB1P1P/P1P3P1/R1BQK1NR b KQkq - 0 9,d6,d7d6,1-0
19,White,1506,r1b1k2r/ppp1qppp/2np1n2/8/4P3/2PB1P1P/P1P3P1/R1BQK1NR w KQkq - 0 10,Ne2,g1e2,1-0
20,Black,1389,r1b1k2r/ppp1qppp/2np1n2/8/4P3/2PB1P1P/P1P1N1P1/R1BQK2R b KQkq - 1 10,O-O,e8g8,1-0
21,White,1506,r1b2rk1/ppp1qppp/2np1n2/8/4P3/2PB1P1P/P1P1N1P1/R1BQK2R w KQ - 2 11,O-O,e1g1,1-0
22,Black,1389,r1b2rk1/ppp1qppp/2np1n2/8/4P3/2PB1P1P/P1P1N1P1/R1BQ1RK1 b - - 3 11,Re8,f8e8,1-0
23,White,1506,r1b1r1k1/ppp1qppp/2np1n2/8/4P3/2PB1P1P/P1P1N1P1/R1BQ1RK1 w - - 4 12,Bg5,c1g5,1-0
24,Black,1389,r1b1r1k1/ppp1qppp/2np1n2/6B1/4P3/2PB1P1P/P1P1N1P1/R2Q1RK1 b - - 5 12,h6,h7h6,1-0
25,White,1506,r1b1r1k1/ppp1qpp1/2np1n1p/6B1/4P3/2PB1P1P/P1P1N1P1/R2Q1RK1 w - - 0 13,Be3,g5e3,1-0
26,Black,1389,r1b1r1k1/ppp1qpp1/2np1n1p/8/4P3/2PBBP1P/P1P1N1P1/R2Q1RK1 b - - 1 13,Be6,c8e6,1-0
27,White,1506,r3r1k1/ppp1qpp1/2npbn1p/8/4P3/2PBBP1P/P1P1N1P1/R2Q1RK1 w - - 2 14,Qc1,d1c1,1-0
28,Black,1389,r3r1k1/ppp1qpp1/2npbn1p/8/4P3/2PBBP1P/P1P1N1P1/R1Q2RK1 b - - 3 14,Qd7,e7d7,1-0
29,White,1506,r3r1k1/pppq1pp1/2npbn1p/8/4P3/2PBBP1P/P1P1N1P1/R1Q2RK1 w - - 4 15,Kh1,g1h1,1-0
30,Black,1389,r3r1k1/pppq1pp1/2npbn1p/8/4P3/2PBBP1P/P1P1N1P1/R1Q2R1K b - - 5 15,Bxh3,e6h3,1-0
31,White,1506,r3r1k1/pppq1pp1/2np1n1p/8/4P3/2PBBP1b/P1P1N1P1/R1Q2R1K w - - 0 16,Bxh6,e3h6,1-0
32,Black,1389,r3r1k1/pppq1pp1/2np1n1B/8/4P3/2PB1P1b/P1P1N1P1/R1Q2R1K b - - 0 16,gxh6,g7h6,1-0
33,White,1506,r3r1k1/pppq1p2/2np1n1p/8/4P3/2PB1P1b/P1P1N1P1/R1Q2R1K w - - 0 17,Qxh6,c1h6,1-0
34,Black,1389,r3r1k1/pppq1p2/2np1n1Q/8/4P3/2PB1P1b/P1P1N1P1/R4R1K b - - 0 17,Bxg2+,h3g2,1-0
35,White,1506,r3r1k1/pppq1p2/2np1n1Q/8/4P3/2PB1P2/P1P1N1b1/R4R1K w - - 0 18,Kxg2,h1g2,1-0
36,Black,1389,r3r1k1/pppq1p2/2np1n1Q/8/4P3/2PB1P2/P1P1N1K1/R4R2 b - - 0 18,Re6,e8e6,1-0
37,White,1506,r5k1/pppq1p2/2nprn1Q/8/4P3/2PB1P2/P1P1N1K1/R4R2 w - - 1 19,Rh1,f1h1,1-0
38,Black,1389,r5k1/pppq1p2/2nprn1Q/8/4P3/2PB1P2/P1P1N1K1/R6R b - - 2 19,Nh7,f6h7,1-0
39,White,1506,r5k1/pppq1p1n/2npr2Q/8/4P3/2PB1P2/P1P1N1K1/R6R w - - 3 20,Qxh7+,h6h7,1-0
40,Black,1389,r5k1/pppq1p1Q/2npr3/8/4P3/2PB1P2/P1P1N1K1/R6R b - - 0 20,Kf8,g8f8,1-0
41,White,1506,r4k2/pppq1p1Q/2npr3/8/4P3/2PB1P2/P1P1N1K1/R6R w - - 1 21,Qh8+,h7h8,1-0
42,Black,1389,r4k1Q/pppq1p2/2npr3/8/4P3/2PB1P2/P1P1N1K1/R6R b - - 2 21,Ke7,f8e7,1-0
43,White,1506,r6Q/pppqkp2/2npr3/8/4P3/2PB1P2/P1P1N1K1/R6R w - - 3 22,Qxa8,h8a8,1-0
44,Black,1389,Q7/pppqkp2/2npr3/8/4P3/2PB1P2/P1P1N1K1/R6R b - - 0 22,Rg6+,e6g6,1-0
45,White,1506,Q7/pppqkp2/2np2r1/8/4P3/2PB1P2/P1P1N1K1/R6R w - - 1 23,Kf2,g2f2,1-0
46,Black,1389,Q7/pppqkp2/2np2r1/8/4P3/2PB1P2/P1P1NK2/R6R b - - 2 23,Ne5,c6e5,1-0
47,White,1506,Q7/pppqkp2/3p2r1/4n3/4P3/2PB1P2/P1P1NK2/R6R w - - 3 24,Rag1,a1g1,1-0
48,Black,1389,Q7/pppqkp2/3p2r1/4n3/4P3/2PB1P2/P1P1NK2/6RR b - - 4 24,Nxd3+,e5d3,1-0
49,White,1506,Q7/pppqkp2/3p2r1/8/4P3/2Pn1P2/P1P1NK2/6RR w - - 0 25,cxd3,c2d3,1-0
50,Black,1389,Q7/pppqkp2/3p2r1/8/4P3/2PP1P2/P3NK2/6RR b - - 0 25,Rxg1,g6g1,1-0
51,White,1506,Q7/pppqkp2/3p4/8/4P3/2PP1P2/P3NK2/6rR w - - 0 26,Rxg1,h1g1,1-0
52,Black,1389,Q7/pppqkp2/3p4/8/4P3/2PP1P2/P3NK2/6R1 b - - 0 26,Qh3,d7h3,1-0
53,White,1506,Q7/ppp1kp2/3p4/8/4P3/2PP1P1q/P3NK2/6R1 w - - 1 27,Qxb7,a8b7,1-0
54,Black,1389,8/pQp1kp2/3p4/8/4P3/2PP1P1q/P3NK2/6R1 b - - 0 27,Qh4+,h3h4,1-0
55,White,1506,8/pQp1kp2/3p4/8/4P2q/2PP1P2/P3NK2/6R1 w - - 1 28,Ng3,e2g3,1-0
56,Black,1389,8/pQp1kp2/3p4/8/4P2q/2PP1PN1/P4K2/6R1 b - - 2 28,Qh2+,h4h2,1-0
57,White,1506,8/pQp1kp2/3p4/8/4P3/2PP1PN1/P4K1q/6R1 w - - 3 29,Rg2,g1g2,1-0
58,Black,1389,8/pQp1kp2/3p4/8/4P3/2PP1PN1/P4KRq/8 b - - 4 29,Qh3,h2h3,1-0
59,White,1506,8/pQp1kp2/3p4/8/4P3/2PP1PNq/P4KR1/8 w - - 5 30,Qxc7+,b7c7,1-0
60,Black,1389,8/p1Q1kp2/3p4/8/4P3/2PP1PNq/P4KR1/8 b - - 0 30,Ke6,e7e6,1-0
61,White,1506,8/p1Q2p2/3pk3/8/4P3/2PP1PNq/P4KR1/8 w - - 1 31,Qc4+,c7c4,1-0
62,Black,1389,8/p4p2/3pk3/8/2Q1P3/2PP1PNq/P4KR1/8 b - - 2 31,Kf6,e6f6,1-0
63,White,1506,8/p4p2/3p1k2/8/2Q1P3/2PP1PNq/P4KR1/8 w - - 3 32,Qd4+,c4d4,1-0
64,Black,1389,8/p4p2/3p1k2/8/3QP3/2PP1PNq/P4KR1/8 b - - 4 32,Kg5,f6g5,1-0
65,White,1506,8/p4p2/3p4/6k1/3QP3/2PP1PNq/P4KR1/8 w - - 5 33,Qxd6,d4d6,1-0
1,White,1477,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e4,e2e4,1-0
2,Black,1511,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,e6,e7e6,1-0
3,White,1477,rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,d4,d2d4,1-0
4,Black,1511,rnbqkbnr/pppp1ppp/4p3/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq - 0 2,d5,d7d5,1-0
5,White,1477,rnbqkbnr/ppp2ppp/4p3/3p4/3PP3/8/PPP2PPP/RNBQKBNR w KQkq - 0 3,exd5,e4d5,1-0
6,Black,1511,rnbqkbnr/ppp2ppp/4p3/3P4/3P4/8/PPP2PPP/RNBQKBNR b KQkq - 0 3,exd5,e6d5,1-0
7,White,1477,rnbqkbnr/ppp2ppp/8/3p4/3P4/8/PPP2PPP/RNBQKBNR w KQkq - 0 4,Nc3,b1c3,1-0
8,Black,1511,rnbqkbnr/ppp2ppp/8/3p4/3P4/2N5/PPP2PPP/R1BQKBNR b KQkq - 1 4,Nf6,g8f6,1-0
9,White,1477,rnbqkb1r/ppp2ppp/5n2/3p4/3P4/2N5/PPP2PPP/R1BQKBNR w KQkq - 2 5,Bf4,c1f4,1-0
10,Black,1511,rnbqkb1r/ppp2ppp/5n2/3p4/3P1B2/2N5/PPP2PPP/R2QKBNR b KQkq - 3 5,Bd6,f8d6,1-0
11,White,1477,rnbqk2r/ppp2ppp/3b1n2/3p4/3P1B2/2N5/PPP2PPP/R2QKBNR w KQkq - 4 6,Bxd6,f4d6,1-0
12,Black,1511,rnbqk2r/ppp2ppp/3B1n2/3p4/3P4/2N5/PPP2PPP/R2QKBNR b KQkq - 0 6,Qxd6,d8d6,1-0
13,White,1477,rnb1k2r/ppp2ppp/3q1n2/3p4/3P4/2N5/PPP2PPP/R2QKBNR w KQkq - 0 7,Nf3,g1f3,1-0
14,Black,1511,rnb1k2r/ppp2ppp/3q1n2/3p4/3P4/2N2N2/PPP2PPP/R2QKB1R b KQkq - 1 7,O-O,e8g8,1-0
15,White,1477,rnb2rk1/ppp2ppp/3q1n2/3p4/3P4/2N2N2/PPP2PPP/R2QKB1R w KQ - 2 8,Nb5,c3b5,1-0
16,Black,1511,rnb2rk1/ppp2ppp/3q1n2/1N1p4/3P4/5N2/PPP2PPP/R2QKB1R b KQ - 3 8,Qe7+,d6e7,1-0
17,White,1477,rnb2rk1/ppp1qppp/5n2/1N1p4/3P4/5N2/PPP2PPP/R2QKB1R w KQ - 4 9,Be2,f1e2,1-0
18,Black,1511,rnb2rk1/ppp1qppp/5n2/1N1p4/3P4/5N2/PPP1BPPP/R2QK2R b KQ - 5 9,a6,a7a6,1-0
19,White,1477,rnb2rk1/1pp1qppp/p4n2/1N1p4/3P4/5N2/PPP1BPPP/R2QK2R w KQ - 0 10,Nc3,b5c3,1-0
20,Black,1511,rnb2rk1/1pp1qppp/p4n2/3p4/3P4/2N2N2/PPP1BPPP/R2QK2R b KQ - 1 10,Bg4,c8g4,1-0
21,White,1477,rn3rk1/1pp1qppp/p4n2/3p4/3P2b1/2N2N2/PPP1BPPP/R2QK2R w KQ - 2 11,O-O,e1g1,1-0
22,Black,1511,rn3rk1/1pp1qppp/p4n2/3p4/3P2b1/2N2N2/PPP1BPPP/R2Q1RK1 b - - 3 11,Nc6,b8c6,1-0
23,White,1477,r4rk1/1pp1qppp/p1n2n2/3p4/3P2b1/2N2N2/PPP1BPPP/R2Q1RK1 w - - 4 12,h3,h2h3,1-0
24,Black,1511,r4rk1/1pp1qppp/p1n2n2/3p4/3P2b1/2N2N1P/PPP1BPP1/R2Q1RK1 b - - 0 12,Bxf3,g4f3,1-0
25,White,1477,r4rk1/1pp1qppp/p1n2n2/3p4/3P4/2N2b1P/PPP1BPP1/R2Q1RK1 w - - 0 13,Bxf3,e2f3,1-0
26,Black,1511,r4rk1/1pp1qppp/p1n2n2/3p4/3P4/2N2B1P/PPP2PP1/R2Q1RK1 b - - 0 13,Nxd4,c6d4,1-0
27,White,1477,r4rk1/1pp1qppp/p4n2/3p4/3n4/2N2B1P/PPP2PP1/R2Q1RK1 w - - 0 14,Qxd4,d1d4,1-0
1,White,1505,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,d4,d2d4,1-0
2,Black,1528,rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,Nf6,g8f6,1-0
3,White,1505,rnbqkb1r/pppppppp/5n2/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 1 2,e4,e2e4,1-0
4,Black,1528,rnbqkb1r/pppppppp/5n2/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq - 0 2,g6,g7g6,1-0
5,White,1505,rnbqkb1r/pppppp1p/5np1/8/3PP3/8/PPP2PPP/RNBQKBNR w KQkq - 0 3,Nc3,b1c3,1-0
6,Black,1528,rnbqkb1r/pppppp1p/5np1/8/3PP3/2N5/PPP2PPP/R1BQKBNR b KQkq - 1 3,d6,d7d6,1-0
7,White,1505,rnbqkb1r/ppp1pp1p/3p1np1/8/3PP3/2N5/PPP2PPP/R1BQKBNR w KQkq - 0 4,Bd3,f1d3,1-0
8,Black,1528,rnbqkb1r/ppp1pp1p/3p1np1/8/3PP3/2NB4/PPP2PPP/R1BQK1NR b KQkq - 1 4,Bg7,f8g7,1-0
9,White,1505,rnbqk2r/ppp1ppbp/3p1np1/8/3PP3/2NB4/PPP2PPP/R1BQK1NR w KQkq - 2 5,Bg5,c1g5,1-0
10,Black,1528,rnbqk2r/ppp1ppbp/3p1np1/6B1/3PP3/2NB4/PPP2PPP/R2QK1NR b KQkq - 3 5,O-O,e8g8,1-0
11,White,1505,rnbq1rk1/ppp1ppbp/3p1np1/6B1/3PP3/2NB4/PPP2PPP/R2QK1NR w KQ - 4 6,Nf3,g1f3,1-0
12,Black,1528,rnbq1rk1/ppp1ppbp/3p1np1/6B1/3PP3/2NB1N2/PPP2PPP/R2QK2R b KQ - 5 6,b6,b7b6,1-0
13,White,1505,rnbq1rk1/p1p1ppbp/1p1p1np1/6B1/3PP3/2NB1N2/PPP2PPP/R2QK2R w KQ - 0 7,h3,h2h3,1-0
14,Black,1528,rnbq1rk1/p1p1ppbp/1p1p1np1/6B1/3PP3/2NB1N1P/PPP2PP1/R2QK2R b KQ - 0 7,Bb7,c8b7,1-0
15,White,1505,rn1q1rk1/pbp1ppbp/1p1p1np1/6B1/3PP3/2NB1N1P/PPP2PP1/R2QK2R w KQ - 1 8,Qc1,d1c1,1-0
16,Black,1528,rn1q1rk1/pbp1ppbp/1p1p1np1/6B1/3PP3/2NB1N1P/PPP2PP1/R1Q1K2R b KQ - 2 8,Nbd7,b8d7,1-0
17,White,1505,r2q1rk1/pbpnppbp/1p1p1np1/6B1/3PP3/2NB1N1P/PPP2PP1/R1Q1K2R w KQ - 3 9,O-O,e1g1,1-0
18,Black,1528,r2q1rk1/pbpnppbp/1p1p1np1/6B1/3PP3/2NB1N1P/PPP2PP1/R1Q2RK1 b - - 4 9,c5,c7c5,1-0
19,White,1505,r2q1rk1/pb1nppbp/1p1p1np1/2p3B1/3PP3/2NB1N1P/PPP2PP1/R1Q2RK1 w - - 0 10,d5,d4d5,1-0
20,Black,1528,r2q1rk1/pb1nppbp/1p1p1np1/2pP2B1/4P3/2NB1N1P/PPP2PP1/R1Q2RK1 b - - 0 10,Ne8,f6e8,1-0
21,White,1505,r2qnrk1/pb1nppbp/1p1p2p1/2pP2B1/4P3/2NB1N1P/PPP2PP1/R1Q2RK1 w - - 1 11,Re1,f1e1,1-0
22,Black,1528,r2qnrk1/pb1nppbp/1p1p2p1/2pP2B1/4P3/2NB1N1P/PPP2PP1/R1Q1R1K1 b - - 2 11,Nc7,e8c7,1-0
23,White,1505,r2q1rk1/pbnnppbp/1p1p2p1/2pP2B1/4P3/2NB1N1P/PPP2PP1/R1Q1R1K1 w - - 3 12,a4,a2a4,1-0
24,Black,1528,r2q1rk1/pbnnppbp/1p1p2p1/2pP2B1/P3P3/2NB1N1P/1PP2PP1/R1Q1R1K1 b - - 0 12,Ba6,b7a6,1-0
25,White,1505,r2q1rk1/p1nnppbp/bp1p2p1/2pP2B1/P3P3/2NB1N1P/1PP2PP1/R1Q1R1K1 w - - 1 13,a5,a4a5,1-0
26,Black,1528,r2q1rk1/p1nnppbp/bp1p2p1/P1pP2B1/4P3/2NB1N1P/1PP2PP1/R1Q1R1K1 b - - 0 13,Bxd3,a6d3,1-0
27,White,1505,r2q1rk1/p1nnppbp/1p1p2p1/P1pP2B1/4P3/2Nb1N1P/1PP2PP1/R1Q1R1K1 w - - 0 14,cxd3,c2d3,1-0
28,Black,1528,r2q1rk1/p1nnppbp/1p1p2p1/P1pP2B1/4P3/2NP1N1P/1P3PP1/R1Q1R1K1 b - - 0 14,Na6,c7a6,1-0
29,White,1505,r2q1rk1/p2nppbp/np1p2p1/P1pP2B1/4P3/2NP1N1P/1P3PP1/R1Q1R1K1 w - - 1 15,axb6,a5b6,1-0
30,Black,1528,r2q1rk1/p2nppbp/nP1p2p1/2pP2B1/4P3/2NP1N1P/1P3PP1/R1Q1R1K1 b - - 0 15,axb6,a7b6,1-0
31,White,1505,r2q1rk1/3nppbp/np1p2p1/2pP2B1/4P3/2NP1N1P/1P3PP1/R1Q1R1K1 w - - 0 16,d4,d3d4,1-0
32,Black,1528,r2q1rk1/3nppbp/np1p2p1/2pP2B1/3PP3/2N2N1P/1P3PP1/R1Q1R1K1 b - - 0 16,Nb4,a6b4,1-0
33,White,1505,r2q1rk1/3nppbp/1p1p2p1/2pP2B1/1n1PP3/2N2N1P/1P3PP1/R1Q1R1K1 w - - 1 17,dxc5,d4c5,1-0
34,Black,1528,r2q1rk1/3nppbp/1p1p2p1/2PP2B1/1n2P3/2N2N1P/1P3PP1/R1Q1R1K1 b - - 0 17,Nd3,b4d3,1-0
35,White,1505,r2q1rk1/3nppbp/1p1p2p1/2PP2B1/4P3/2Nn1N1P/1P3PP1/R1Q1R1K1 w - - 1 18,Qe3,c1e3,1-0
36,Black,1528,r2q1rk1/3nppbp/1p1p2p1/2PP2B1/4P3/2NnQN1P/1P3PP1/R3R1K1 b - - 2 18,Nxe1,d3e1,1-0
37,White,1505,r2q1rk1/3nppbp/1p1p2p1/2PP2B1/4P3/2N1QN1P/1P3PP1/R3n1K1 w - - 0 19,Rxe1,a1e1,1-0
38,Black,1528,r2q1rk1/3nppbp/1p1p2p1/2PP2B1/4P3/2N1QN1P/1P3PP1/4R1K1 b - - 0 19,bxc5,b6c5,1-0
39,White,1505,r2q1rk1/3nppbp/3p2p1/2pP2B1/4P3/2N1QN1P/1P3PP1/4R1K1 w - - 0 20,Kh2,g1h2,1-0
40,Black,1528,r2q1rk1/3nppbp/3p2p1/2pP2B1/4P3/2N1QN1P/1P3PPK/4R3 b - - 1 20,Bd4,g7d4,1-0
41,White,1505,r2q1rk1/3npp1p/3p2p1/2pP2B1/3bP3/2N1QN1P/1P3PPK/4R3 w - - 2 21,Nxd4,f3d4,1-0
42,Black,1528,r2q1rk1/3npp1p/3p2p1/2pP2B1/3NP3/2N1Q2P/1P3PPK/4R3 b - - 0 21,cxd4,c5d4,1-0
