MoveNumber,Player,PlayerRating,FEN,SAN,UCI,Result
8,Black,1523,rnbqkbnr/ppp1pppp/8/8/3P4/5N2/PPP3PP/RNBQKB1R b KQkq - 0 4,e6,e7e6,1-0
9,White,1508,rnbqkbnr/ppp2ppp/4p3/8/3P4/5N2/PPP3PP/RNBQKB1R w KQkq - 0 5,Bc4,f1c4,1-0
10,Black,1523,rnbqkbnr/ppp2ppp/4p3/8/2BP4/5N2/PPP3PP/RNBQK2R b KQkq - 1 5,Nf6,g8f6,1-0
11,White,1508,rnbqkb1r/ppp2ppp/4pn2/8/2BP4/5N2/PPP3PP/RNBQK2R w KQkq - 2 6,O-O,e1g1,1-0
12,Black,1523,rnbqkb1r/ppp2ppp/4pn2/8/2BP4/5N2/PPP3PP/RNBQ1RK1 b kq - 3 6,Be7,f8e7,1-0
13,White,1508,rnbqk2r/ppp1bppp/4pn2/8/2BP4/5N2/PPP3PP/RNBQ1RK1 w kq - 4 7,Bg5,c1g5,1-0
14,Black,1523,rnbqk2r/ppp1bppp/4pn2/6B1/2BP4/5N2/PPP3PP/RN1Q1RK1 b kq - 5 7,O-O,e8g8,1-0
15,White,1508,rnbq1rk1/ppp1bppp/4pn2/6B1/2BP4/5N2/PPP3PP/RN1Q1RK1 w - - 6 8,Bd3,c4d3,1-0
16,Black,1523,rnbq1rk1/ppp1bppp/4pn2/6B1/3P4/3B1N2/PPP3PP/RN1Q1RK1 b - - 7 8,c6,c7c6,1-0
17,White,1508,rnbq1rk1/pp2bppp/2p1pn2/6B1/3P4/3B1N2/PPP3PP/RN1Q1RK1 w - - 0 9,Qc1,d1c1,1-0
18,Black,1523,rnbq1rk1/pp2bppp/2p1pn2/6B1/3P4/3B1N2/PPP3PP/RNQ2RK1 b - - 1 9,Nd5,f6d5,1-0
19,White,1508,rnbq1rk1/pp2bppp/2p1p3/3n2B1/3P4/3B1N2/PPP3PP/RNQ2RK1 w - - 2 10,c3,c2c3,1-0
20,Black,1523,rnbq1rk1/pp2bppp/2p1p3/3n2B1/3P4/2PB1N2/PP4PP/RNQ2RK1 b - - 0 10,Bxg5,e7g5,1-0
21,White,1508,rnbq1rk1/pp3ppp/2p1p3/3n2b1/3P4/2PB1N2/PP4PP/RNQ2RK1 w - - 0 11,Nxg5,f3g5,1-0
22,Black,1523,rnbq1rk1/pp3ppp/2p1p3/3n2N1/3P4/2PB4/PP4PP/RNQ2RK1 b - - 0 11,h6,h7h6,1-0
23,White,1508,rnbq1rk1/pp3pp1/2p1p2p/3n2N1/3P4/2PB4/PP4PP/RNQ2RK1 w - - 0 12,Nf3,g5f3,1-0
24,Black,1523,rnbq1rk1/pp3pp1/2p1p2p/3n4/3P4/2PB1N2/PP4PP/RNQ2RK1 b - - 1 12,Nd7,b8d7,1-0
25,White,1508,r1bq1rk1/pp1n1pp1/2p1p2p/3n4/3P4/2PB1N2/PP4PP/RNQ2RK1 w - - 2 13,Na3,b1a3,1-0
26,Black,1523,r1bq1rk1/pp1n1pp1/2p1p2p/3n4/3P4/N1PB1N2/PP4PP/R1Q2RK1 b - - 3 13,N7f6,d7f6,1-0
27,White,1508,r1bq1rk1/pp3pp1/2p1pn1p/3n4/3P4/N1PB1N2/PP4PP/R1Q2RK1 w - - 4 14,Nc4,a3c4,1-0
28,Black,1523,r1bq1rk1/pp3pp1/2p1pn1p/3n4/2NP4/2PB1N2/PP4PP/R1Q2RK1 b - - 5 14,a5,a7a5,1-0
29,White,1508,r1bq1rk1/1p3pp1/2p1pn1p/p2n4/2NP4/2PB1N2/PP4PP/R1Q2RK1 w - - 0 15,Nce5,c4e5,1-0
30,Black,1523,r1bq1rk1/1p3pp1/2p1pn1p/p2nN3/3P4/2PB1N2/PP4PP/R1Q2RK1 b - - 1 15,b6,b7b6,1-0
31,White,1508,r1bq1rk1/5pp1/1pp1pn1p/p2nN3/3P4/2PB1N2/PP4PP/R1Q2RK1 w - - 0 16,Nxc6,e5c6,1-0
32,Black,1523,r1bq1rk1/5pp1/1pN1pn1p/p2n4/3P4/2PB1N2/PP4PP/R1Q2RK1 b - - 0 16,Qc7,d8c7,1-0
33,White,1508,r1b2rk1/2q2pp1/1pN1pn1p/p2n4/3P4/2PB1N2/PP4PP/R1Q2RK1 w - - 1 17,Nce5,c6e5,1-0
34,Black,1523,r1b2rk1/2q2pp1/1p2pn1p/p2nN3/3P4/2PB1N2/PP4PP/R1Q2RK1 b - - 2 17,Ba6,c8a6,1-0
35,White,1508,r4rk1/2q2pp1/bp2pn1p/p2nN3/3P4/2PB1N2/PP4PP/R1Q2RK1 w - - 3 18,Bxa6,d3a6,1-0
36,Black,1523,r4rk1/2q2pp1/Bp2pn1p/p2nN3/3P4/2P2N2/PP4PP/R1Q2RK1 b - - 0 18,Rxa6,a8a6,1-0
37,White,1508,5rk1/2q2pp1/rp2pn1p/p2nN3/3P4/2P2N2/PP4PP/R1Q2RK1 w - - 0 19,h3,h2h3,1-0
38,Black,1523,5rk1/2q2pp1/rp2pn1p/p2nN3/3P4/2P2N1P/PP4P1/R1Q2RK1 b - - 0 19,Raa8,a6a8,1-0
39,White,1508,r4rk1/2q2pp1/1p2pn1p/p2nN3/3P4/2P2N1P/PP4P1/R1Q2RK1 w - - 1 20,Re1,f1e1,1-0
40,Black,1523,r4rk1/2q2pp1/1p2pn1p/p2nN3/3P4/2P2N1P/PP4P1/R1Q1R1K1 b - - 2 20,Rac8,a8c8,1-0
41,White,1508,2r2rk1/2q2pp1/1p2pn1p/p2nN3/3P4/2P2N1P/PP4P1/R1Q1R1K1 w - - 3 21,Qd2,c1d2,1-0
42,Black,1523,2r2rk1/2q2pp1/1p2pn1p/p2nN3/3P4/2P2N1P/PP1Q2P1/R3R1K1 b - - 4 21,b5,b6b5,1-0
43,White,1508,2r2rk1/2q2pp1/4pn1p/pp1nN3/3P4/2P2N1P/PP1Q2P1/R3R1K1 w - - 0 22,Rac1,a1c1,1-0
44,Black,1523,2r2rk1/2q2pp1/4pn1p/pp1nN3/3P4/2P2N1P/PP1Q2P1/2R1R1K1 b - - 1 22,Qd6,c7d6,1-0
45,White,1508,2r2rk1/5pp1/3qpn1p/pp1nN3/3P4/2P2N1P/PP1Q2P1/2R1R1K1 w - - 2 23,c4,c3c4,1-0
46,Black,1523,2r2rk1/5pp1/3qpn1p/pp1nN3/2PP4/5N1P/PP1Q2P1/2R1R1K1 b - - 0 23,bxc4,b5c4,1-0
47,White,1508,2r2rk1/5pp1/3qpn1p/p2nN3/2pP4/5N1P/PP1Q2P1/2R1R1K1 w - - 0 24,Qxa5,d2a5,1-0
48,Black,1523,2r2rk1/5pp1/3qpn1p/Q2nN3/2pP4/5N1P/PP4P1/2R1R1K1 b - - 0 24,Ra8,c8a8,1-0
49,White,1508,r4rk1/5pp1/3qpn1p/Q2nN3/2pP4/5N1P/PP4P1/2R1R1K1 w - - 1 25,Qd2,a5d2,1-0
50,Black,1523,r4rk1/5pp1/3qpn1p/3nN3/2pP4/5N1P/PP1Q2P1/2R1R1K1 b - - 2 25,Rxa2,a8a2,1-0
51,White,1508,5rk1/5pp1/3qpn1p/3nN3/2pP4/5N1P/rP1Q2P1/2R1R1K1 w - - 0 26,Nxc4,e5c4,1-0
52,Black,1523,5rk1/5pp1/3qpn1p/3n4/2NP4/5N1P/rP1Q2P1/2R1R1K1 b - - 0 26,Qa6,d6a6,1-0
53,White,1508,5rk1/5pp1/q3pn1p/3n4/2NP4/5N1P/rP1Q2P1/2R1R1K1 w - - 1 27,Nce5,c4e5,1-0
54,Black,1523,5rk1/5pp1/q3pn1p/3nN3/3P4/5N1P/rP1Q2P1/2R1R1K1 b - - 2 27,Rb8,f8b8,1-0
55,White,1508,1r4k1/5pp1/q3pn1p/3nN3/3P4/5N1P/rP1Q2P1/2R1R1K1 w - - 3 28,Rc2,c1c2,1-0
56,Black,1523,1r4k1/5pp1/q3pn1p/3nN3/3P4/5N1P/rPRQ2P1/4R1K1 b - - 4 28,Qa5,a6a5,1-0
57,White,1508,1r4k1/5pp1/4pn1p/q2nN3/3P4/5N1P/rPRQ2P1/4R1K1 w - - 5 29,Qxa5,d2a5,1-0
58,Black,1523,1r4k1/5pp1/4pn1p/Q2nN3/3P4/5N1P/rPR3P1/4R1K1 b - - 0 29,Rxa5,a2a5,1-0
59,White,1508,1r4k1/5pp1/4pn1p/r2nN3/3P4/5N1P/1PR3P1/4R1K1 w - - 0 30,Rf2,c2f2,1-0
60,Black,1523,1r4k1/5pp1/4pn1p/r2nN3/3P4/5N1P/1P3RP1/4R1K1 b - - 1 30,Rab5,a5b5,1-0
61,White,1508,1r4k1/5pp1/4pn1p/1r1nN3/3P4/5N1P/1P3RP1/4R1K1 w - - 2 31,Ree2,e1e2,1-0
62,Black,1523,1r4k1/5pp1/4pn1p/1r1nN3/3P4/5N1P/1P2RRP1/6K1 b - - 3 31,Nf4,d5f4,1-0
63,White,1508,1r4k1/5pp1/4pn1p/1r2N3/3P1n2/5N1P/1P2RRP1/6K1 w - - 4 32,Rd2,e2d2,1-0
64,Black,1523,1r4k1/5pp1/4pn1p/1r2N3/3P1n2/5N1P/1P1R1RP1/6K1 b - - 5 32,Ne4,f6e4,1-0
65,White,1508,1r4k1/5pp1/4p2p/1r2N3/3Pnn2/5N1P/1P1R1RP1/6K1 w - - 6 33,Rde2,d2e2,1-0
66,Black,1523,1r4k1/5pp1/4p2p/1r2N3/3Pnn2/5N1P/1P2RRP1/6K1 b - - 7 33,Nxf2,e4f2,1-0
67,White,1508,1r4k1/5pp1/4p2p/1r2N3/3P1n2/5N1P/1P2RnP1/6K1 w - - 0 34,Rxf2,e2f2,1-0
68,Black,1523,1r4k1/5pp1/4p2p/1r2N3/3P1n2/5N1P/1P3RP1/6K1 b - - 0 34,Rxb2,b5b2,1-0
69,White,1508,1r4k1/5pp1/4p2p/4N3/3P1n2/5N1P/1r3RP1/6K1 w - - 0 35,Rf1,f2f1,1-0
70,Black,1523,1r4k1/5pp1/4p2p/4N3/3P1n2/5N1P/1r4P1/5RK1 b - - 1 35,Rb1,b2b1,1-0
71,White,1508,1r4k1/5pp1/4p2p/4N3/3P1n2/5N1P/6P1/1r3RK1 w - - 2 36,Ne1,f3e1,1-0
72,Black,1523,1r4k1/5pp1/4p2p/4N3/3P1n2/7P/6P1/1r2NRK1 b - - 3 36,Ra8,b8a8,1-0
73,White,1508,r5k1/5pp1/4p2p/4N3/3P1n2/7P/6P1/1r2NRK1 w - - 4 37,N5f3,e5f3,1-0
74,Black,1523,r5k1/5pp1/4p2p/8/3P1n2/5N1P/6P1/1r2NRK1 b - - 5 37,Raa1,a8a1,1-0
75,White,1508,6k1/5pp1/4p2p/8/3P1n2/5N1P/6P1/rr2NRK1 w - - 6 38,Kf2,g1f2,1-0
76,Black,1523,6k1/5pp1/4p2p/8/3P1n2/5N1P/5KP1/rr2NR2 b - - 7 38,Nd3+,f4d3,1-0
77,White,1508,6k1/5pp1/4p2p/8/3P4/3n1N1P/5KP1/rr2NR2 w - - 8 39,Nxd3,e1d3,1-0
78,Black,1523,6k1/5pp1/4p2p/8/3P4/3N1N1P/5KP1/rr3R2 b - - 0 39,Rxf1+,b1f1,1-0
79,White,1508,6k1/5pp1/4p2p/8/3P4/3N1N1P/5KP1/r4r2 w - - 0 40,Kg3,f2g3,1-0
80,Black,1523,6k1/5pp1/4p2p/8/3P4/3N1NKP/6P1/r4r2 b - - 1 40,Ra3,a1a3,1-0
81,White,1508,6k1/5pp1/4p2p/8/3P4/r2N1NKP/6P1/5r2 w - - 2 41,Nde5,d3e5,1-0
82,Black,1523,6k1/5pp1/4p2p/4N3/3P4/r4NKP/6P1/5r2 b - - 3 41,f6,f7f6,1-0
83,White,1508,6k1/6p1/4pp1p/4N3/3P4/r4NKP/6P1/5r2 w - - 0 42,Ng6,e5g6,1-0
84,Black,1523,6k1/6p1/4ppNp/8/3P4/r4NKP/6P1/5r2 b - - 1 42,Rd3,a3d3,1-0
85,White,1508,6k1/6p1/4ppNp/8/3P4/3r1NKP/6P1/5r2 w - - 2 43,Ne7+,g6e7,1-0
86,Black,1523,6k1/4N1p1/4pp1p/8/3P4/3r1NKP/6P1/5r2 b - - 3 43,Kh8,g8h8,1-0
87,White,1508,7k/4N1p1/4pp1p/8/3P4/3r1NKP/6P1/5r2 w - - 4 44,Nc6,e7c6,1-0
88,Black,1523,7k/6p1/2N1pp1p/8/3P4/3r1NKP/6P1/5r2 b - - 5 44,Kh7,h8h7,1-0
89,White,1508,8/6pk/2N1pp1p/8/3P4/3r1NKP/6P1/5r2 w - - 6 45,Kh2,g3h2,1-0
90,Black,1523,8/6pk/2N1pp1p/8/3P4/3r1N1P/6PK/5r2 b - - 7 45,Rfxf3,f1f3,1-0
91,White,1508,8/6pk/2N1pp1p/8/3P4/3r1r1P/6PK/8 w - - 0 46,gxf3,g2f3,1-0
92,Black,1523,8/6pk/2N1pp1p/8/3P4/3r1P1P/7K/8 b - - 0 46,e5,e6e5,1-0
93,White,1508,8/6pk/2N2p1p/4p3/3P4/3r1P1P/7K/8 w - - 0 47,dxe5,d4e5,1-0
94,Black,1523,8/6pk/2N2p1p/4P3/8/3r1P1P/7K/8 b - - 0 47,fxe5,f6e5,1-0
95,White,1508,8/6pk/2N4p/4p3/8/3r1P1P/7K/8 w - - 0 48,Nxe5,c6e5,1-0
96,Black,1523,8/6pk/7p/4N3/8/3r1P1P/7K/8 b - - 0 48,Rd4,d3d4,1-0
97,White,1508,8/6pk/7p/4N3/3r4/5P1P/7K/8 w - - 1 49,Kg3,h2g3,1-0
98,Black,1523,8/6pk/7p/4N3/3r4/5PKP/8/8 b - - 2 49,g5,g7g5,1-0
99,White,1508,8/7k/7p/4N1p1/3r4/5PKP/8/8 w - - 0 50,Ng4,e5g4,1-0
100,Black,1523,8/7k/7p/6p1/3r2N1/5PKP/8/8 b - - 1 50,h5,h6h5,1-0
101,White,1508,8/7k/8/6pp/3r2N1/5PKP/8/8 w - - 0 51,Nf6+,g4f6,1-0
1,White,1519,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e3,e2e3,1-0
2,Black,1514,rnbqkbnr/pppppppp/8/8/8/4P3/PPPP1PPP/RNBQKBNR b KQkq - 0 1,e6,e7e6,1-0
3,White,1519,rnbqkbnr/pppp1ppp/4p3/8/8/4P3/PPPP1PPP/RNBQKBNR w KQkq - 0 2,Bd3,f1d3,1-0
4,Black,1514,rnbqkbnr/pppp1ppp/4p3/8/8/3BP3/PPPP1PPP/RNBQK1NR b KQkq - 1 2,d5,d7d5,1-0
5,White,1519,rnbqkbnr/ppp2ppp/4p3/3p4/8/3BP3/PPPP1PPP/RNBQK1NR w KQkq - 0 3,Qe2,d1e2,1-0
6,Black,1514,rnbqkbnr/ppp2ppp/4p3/3p4/8/3BP3/PPPPQPPP/RNB1K1NR b KQkq - 1 3,c5,c7c5,1-0
7,White,1519,rnbqkbnr/pp3ppp/4p3/2pp4/8/3BP3/PPPPQPPP/RNB1K1NR w KQkq - 0 4,Nf3,g1f3,1-0
8,Black,1514,rnbqkbnr/pp3ppp/4p3/2pp4/8/3BPN2/PPPPQPPP/RNB1K2R b KQkq - 1 4,Nf6,g8f6,1-0
9,White,1519,rnbqkb1r/pp3ppp/4pn2/2pp4/8/3BPN2/PPPPQPPP/RNB1K2R w KQkq - 2 5,O-O,e1g1,1-0
10,Black,1514,rnbqkb1r/pp3ppp/4pn2/2pp4/8/3BPN2/PPPPQPPP/RNB2RK1 b kq - 3 5,Bd6,f8d6,1-0
11,White,1519,rnbqk2r/pp3ppp/3bpn2/2pp4/8/3BPN2/PPPPQPPP/RNB2RK1 w kq - 4 6,Re1,f1e1,1-0
12,Black,1514,rnbqk2r/pp3ppp/3bpn2/2pp4/8/3BPN2/PPPPQPPP/RNB1R1K1 b kq - 5 6,O-O,e8g8,1-0
13,White,1519,rnbq1rk1/pp3ppp/3bpn2/2pp4/8/3BPN2/PPPPQPPP/RNB1R1K1 w - - 6 7,e4,e3e4,1-0
14,Black,1514,rnbq1rk1/pp3ppp/3bpn2/2pp4/4P3/3B1N2/PPPPQPPP/RNB1R1K1 b - - 0 7,dxe4,d5e4,1-0
15,White,1519,rnbq1rk1/pp3ppp/3bpn2/2p5/4p3/3B1N2/PPPPQPPP/RNB1R1K1 w - - 0 8,Bxe4,d3e4,1-0
16,Black,1514,rnbq1rk1/pp3ppp/3bpn2/2p5/4B3/5N2/PPPPQPPP/RNB1R1K1 b - - 0 8,Nc6,b8c6,1-0
17,White,1519,r1bq1rk1/pp3ppp/2nbpn2/2p5/4B3/5N2/PPPPQPPP/RNB1R1K1 w - - 1 9,Bxc6,e4c6,1-0
18,Black,1514,r1bq1rk1/pp3ppp/2Bbpn2/2p5/8/5N2/PPPPQPPP/RNB1R1K1 b - - 0 9,bxc6,b7c6,1-0
19,White,1519,r1bq1rk1/p4ppp/2pbpn2/2p5/8/5N2/PPPPQPPP/RNB1R1K1 w - - 0 10,Nc3,b1c3,1-0
20,Black,1514,r1bq1rk1/p4ppp/2pbpn2/2p5/8/2N2N2/PPPPQPPP/R1B1R1K1 b - - 1 10,Re8,f8e8,1-0
21,White,1519,r1bqr1k1/p4ppp/2pbpn2/2p5/8/2N2N2/PPPPQPPP/R1B1R1K1 w - - 2 11,d3,d2d3,1-0
22,Black,1514,r1bqr1k1/p4ppp/2pbpn2/2p5/8/2NP1N2/PPP1QPPP/R1B1R1K1 b - - 0 11,h6,h7h6,1-0
23,White,1519,r1bqr1k1/p4pp1/2pbpn1p/2p5/8/2NP1N2/PPP1QPPP/R1B1R1K1 w - - 0 12,Bxh6,c1h6,1-0
24,Black,1514,r1bqr1k1/p4pp1/2pbpn1B/2p5/8/2NP1N2/PPP1QPPP/R3R1K1 b - - 0 12,gxh6,g7h6,1-0
25,White,1519,r1bqr1k1/p4p2/2pbpn1p/2p5/8/2NP1N2/PPP1QPPP/R3R1K1 w - - 0 13,Qd2,e2d2,1-0
26,Black,1514,r1bqr1k1/p4p2/2pbpn1p/2p5/8/2NP1N2/PPPQ1PPP/R3R1K1 b - - 1 13,Kh7,g8h7,1-0
27,White,1519,r1bqr3/p4p1k/2pbpn1p/2p5/8/2NP1N2/PPPQ1PPP/R3R1K1 w - - 2 14,h3,h2h3,1-0
28,Black,1514,r1bqr3/p4p1k/2pbpn1p/2p5/8/2NP1N1P/PPPQ1PP1/R3R1K1 b - - 0 14,Rg8,e8g8,1-0
29,White,1519,r1bq2r1/p4p1k/2pbpn1p/2p5/8/2NP1N1P/PPPQ1PP1/R3R1K1 w - - 1 15,Nh2,f3h2,1-0
30,Black,1514,r1bq2r1/p4p1k/2pbpn1p/2p5/8/2NP3P/PPPQ1PPN/R3R1K1 b - - 2 15,e5,e6e5,1-0
31,White,1519,r1bq2r1/p4p1k/2pb1n1p/2p1p3/8/2NP3P/PPPQ1PPN/R3R1K1 w - - 0 16,Nf3,h2f3,1-0
32,Black,1514,r1bq2r1/p4p1k/2pb1n1p/2p1p3/8/2NP1N1P/PPPQ1PP1/R3R1K1 b - - 1 16,Bxh3,c8h3,1-0
33,White,1519,r2q2r1/p4p1k/2pb1n1p/2p1p3/8/2NP1N1b/PPPQ1PP1/R3R1K1 w - - 0 17,g3,g2g3,1-0
34,Black,1514,r2q2r1/p4p1k/2pb1n1p/2p1p3/8/2NP1NPb/PPPQ1P2/R3R1K1 b - - 0 17,Nd5,f6d5,1-0
35,White,1519,r2q2r1/p4p1k/2pb3p/2pnp3/8/2NP1NPb/PPPQ1P2/R3R1K1 w - - 1 18,Nxd5,c3d5,1-0
36,Black,1514,r2q2r1/p4p1k/2pb3p/2pNp3/8/3P1NPb/PPPQ1P2/R3R1K1 b - - 0 18,cxd5,c6d5,1-0
37,White,1519,r2q2r1/p4p1k/3b3p/2ppp3/8/3P1NPb/PPPQ1P2/R3R1K1 w - - 0 19,Qe2,d2e2,1-0
38,Black,1514,r2q2r1/p4p1k/3b3p/2ppp3/8/3P1NPb/PPP1QP2/R3R1K1 b - - 1 19,Qf6,d8f6,1-0
39,White,1519,r5r1/p4p1k/3b1q1p/2ppp3/8/3P1NPb/PPP1QP2/R3R1K1 w - - 2 20,Nh2,f3h2,1-0
40,Black,1514,r5r1/p4p1k/3b1q1p/2ppp3/8/3P2Pb/PPP1QP1N/R3R1K1 b - - 3 20,Qg6,f6g6,1-0
41,White,1519,r5r1/p4p1k/3b2qp/2ppp3/8/3P2Pb/PPP1QP1N/R3R1K1 w - - 4 21,Qf3,e2f3,1-0
42,Black,1514,r5r1/p4p1k/3b2qp/2ppp3/8/3P1QPb/PPP2P1N/R3R1K1 b - - 5 21,Rae8,a8e8,1-0
43,White,1519,4r1r1/p4p1k/3b2qp/2ppp3/8/3P1QPb/PPP2P1N/R3R1K1 w - - 6 22,Qxd5,f3d5,1-0
44,Black,1514,4r1r1/p4p1k/3b2qp/2pQp3/8/3P2Pb/PPP2P1N/R3R1K1 b - - 0 22,e4,e5e4,1-0
45,White,1519,4r1r1/p4p1k/3b2qp/2pQ4/4p3/3P2Pb/PPP2P1N/R3R1K1 w - - 0 23,Rxe4,e1e4,1-0
46,Black,1514,4r1r1/p4p1k/3b2qp/2pQ4/4R3/3P2Pb/PPP2P1N/R5K1 b - - 0 23,Bxg3,d6g3,1-0
47,White,1519,4r1r1/p4p1k/6qp/2pQ4/4R3/3P2bb/PPP2P1N/R5K1 w - - 0 24,Rxe8,e4e8,1-0
48,Black,1514,4R1r1/p4p1k/6qp/2pQ4/8/3P2bb/PPP2P1N/R5K1 b - - 0 24,Bd6+,g3d6,1-0
49,White,1519,4R1r1/p4p1k/3b2qp/2pQ4/8/3P3b/PPP2P1N/R5K1 w - - 1 25,Ng4,h2g4,1-0
50,Black,1514,4R1r1/p4p1k/3b2qp/2pQ4/6N1/3P3b/PPP2P2/R5K1 b - - 2 25,Qxg4+,g6g4,1-0
51,White,1519,4R1r1/p4p1k/3b3p/2pQ4/6q1/3P3b/PPP2P2/R5K1 w - - 0 26,Kh1,g1h1,1-0
52,Black,1514,4R1r1/p4p1k/3b3p/2pQ4/6q1/3P3b/PPP2P2/R6K b - - 1 26,Bg2+,h3g2,1-0
53,White,1519,4R1r1/p4p1k/3b3p/2pQ4/6q1/3P4/PPP2Pb1/R6K w - - 2 27,Kg1,h1g1,1-0
54,Black,1514,4R1r1/p4p1k/3b3p/2pQ4/6q1/3P4/PPP2Pb1/R5K1 b - - 3 27,Bxd5+,g2d5,1-0
55,White,1519,4R1r1/p4p1k/3b3p/2pb4/6q1/3P4/PPP2P2/R5K1 w - - 0 28,Kf1,g1f1,1-0
56,Black,1514,4R1r1/p4p1k/3b3p/2pb4/6q1/3P4/PPP2P2/R4K2 b - - 1 28,Bf3,d5f3,1-0
57,White,1519,4R1r1/p4p1k/3b3p/2p5/6q1/3P1b2/PPP2P2/R4K2 w - - 2 29,Rxg8,e8g8,1-0
58,Black,1514,6R1/p4p1k/3b3p/2p5/6q1/3P1b2/PPP2P2/R4K2 b - - 0 29,Qxg8,g4g8,1-0
59,White,1519,6q1/p4p1k/3b3p/2p5/8/3P1b2/PPP2P2/R4K2 w - - 0 30,Ke1,f1e1,1-0
60,Black,1514,6q1/p4p1k/3b3p/2p5/8/3P1b2/PPP2P2/R3K3 b - - 1 30,Qg2,g8g2,1-0
61,White,1519,8/p4p1k/3b3p/2p5/8/3P1b2/PPP2Pq1/R3K3 w - - 2 31,Kd2,e1d2,1-0
1,White,1508,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,d4,d2d4,1-0
2,Black,1504,rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,d5,d7d5,1-0
3,White,1508,rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,e4,e2e4,1-0
4,Black,1504,rnbqkbnr/ppp1pppp/8/3p4/3PP3/8/PPP2PPP/RNBQKBNR b KQkq - 0 2,dxe4,d5e4,1-0
5,White,1508,rnbqkbnr/ppp1pppp/8/8/3Pp3/8/PPP2PPP/RNBQKBNR w KQkq - 0 3,f3,f2f3,1-0
6,Black,1504,rnbqkbnr/ppp1pppp/8/8/3Pp3/5P2/PPP3PP/RNBQKBNR b KQkq - 0 3,exf3,e4f3,1-0
7,White,1508,rnbqkbnr/ppp1pppp/8/8/3P4/5p2/PPP3PP/RNBQKBNR w KQkq - 0 4,Nxf3,g1f3,1-0
8,Black,1504,rnbqkbnr/ppp1pppp/8/8/3P4/5N2/PPP3PP/RNBQKB1R b KQkq - 0 4,Nf6,g8f6,1-0
9,White,1508,rnbqkb1r/ppp1pppp/5n2/8/3P4/5N2/PPP3PP/RNBQKB1R w KQkq - 1 5,Bc4,f1c4,1-0
10,Black,1504,rnbqkb1r/ppp1pppp/5n2/8/2BP4/5N2/PPP3PP/RNBQK2R b KQkq - 2 5,Nc6,b8c6,1-0
11,White,1508,r1bqkb1r/ppp1pppp/2n2n2/8/2BP4/5N2/PPP3PP/RNBQK2R w KQkq - 3 6,Bd3,c4d3,1-0
12,Black,1504,r1bqkb1r/ppp1pppp/2n2n2/8/3P4/3B1N2/PPP3PP/RNBQK2R b KQkq - 4 6,Nxd4,c6d4,1-0
13,White,1508,r1bqkb1r/ppp1pppp/5n2/8/3n4/3B1N2/PPP3PP/RNBQK2R w KQkq - 0 7,Nxd4,f3d4,1-0
14,Black,1504,r1bqkb1r/ppp1pppp/5n2/8/3N4/3B4/PPP3PP/RNBQK2R b KQkq - 0 7,Qxd4,d8d4,1-0
15,White,1508,r1b1kb1r/ppp1pppp/5n2/8/3q4/3B4/PPP3PP/RNBQK2R w KQkq - 0 8,Bb5+,d3b5,1-0
1,White,1500,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,d4,d2d4,0-1
2,Black,1502,rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,e6,e7e6,0-1
3,White,1500,rnbqkbnr/pppp1ppp/4p3/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,Nc3,b1c3,0-1
4,Black,1502,rnbqkbnr/pppp1ppp/4p3/8/3P4/2N5/PPP1PPPP/R1BQKBNR b KQkq - 1 2,d5,d7d5,0-1
5,White,1500,rnbqkbnr/ppp2ppp/4p3/3p4/3P4/2N5/PPP1PPPP/R1BQKBNR w KQkq - 0 3,e4,e2e4,0-1
6,Black,1502,rnbqkbnr/ppp2ppp/4p3/3p4/3PP3/2N5/PPP2PPP/R1BQKBNR b KQkq - 0 3,c6,c7c6,0-1
7,White,1500,rnbqkbnr/pp3ppp/2p1p3/3p4/3PP3/2N5/PPP2PPP/R1BQKBNR w KQkq - 0 4,exd5,e4d5,0-1
8,Black,1502,rnbqkbnr/pp3ppp/2p1p3/3P4/3P4/2N5/PPP2PPP/R1BQKBNR b KQkq - 0 4,exd5,e6d5,0-1
9,White,1500,rnbqkbnr/pp3ppp/2p5/3p4/3P4/2N5/PPP2PPP/R1BQKBNR w KQkq - 0 5,Qe2+,d1e2,0-1
10,Black,1502,rnbqkbnr/pp3ppp/2p5/3p4/3P4/2N5/PPP1QPPP/R1B1KBNR b KQkq - 1 5,Be7,f8e7,0-1
11,White,1500,rnbqk1nr/pp2bppp/2p5/3p4/3P4/2N5/PPP1QPPP/R1B1KBNR w KQkq - 2 6,Bf4,c1f4,0-1
12,Black,1502,rnbqk1nr/pp2bppp/2p5/3p4/3P1B2/2N5/PPP1QPPP/R3KBNR b KQkq - 3 6,Nf6,g8f6,0-1
